paper_doi,review_covered,ref_year,device_structure,built_in_asymmetry,asymmetry_origin,primary_mobile_ion,secondary_ion_present,secondary_mobile_ion,ion_origin,auxiliary_redox_present,continuous_output,water_interaction_mode,rh_percent,inorganic_electrolyte_present,inorganic_electrolyte_type,inorganic_electrolyte_concentration_wt%,polyelectrolyte_present,active_material_raw,material_class,structure_class,ionic_groups,top_electrode,bottom_electrode,electrode_symmetry,metal_electrode,voc_V,jsc_uA_cm2,power_density_uW_cm2,internal_resistance_Mohm,output_timescale_class,stability_time_min,dominant_mechanism,has_anionic,has_cationic,has_zwitterionic,polyelectrolyte_anionic_raw,polyelectrolyte_cationic_raw,polyelectrolyte_zwitterionic_raw,has_any_polyelectrolyte,estimated_power_density_uW_cm2,log_estimated_power_density,ion_type,mechanism_simple,asym_env,asym_chem,asym_electrode,ion_from_material,ion_from_electrolyte,ion_from_water,log_internal_resistance_Mohm,has_internal_resistance
10.1021/acsami.2c12777,1,2022,sandwich,1,chemical + environmental,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,80.0,0,,,0,"Citric Acid, Paper (Cellulose)",biomass,porous,"carboxyl, hydroxyl",MXene,MXene,1,0.0,0.275,7.6,2.1,,weeks,20820.0,ion_concentration_gradient,0,0,0,,,,0,0.5225,-0.2819128740320925,proton,ion_gradient,1,1,0,1,0,0,,0
10.1016/j.nanoen.2021.106361,1,2021,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,75.0,0,,,1,Geobacter sulfurreducens protein,biomass,film,"carboxyl, hydroxyl",TO,TO,0,0.3,1.3,7.69,2.5,,weeks,1296000.0,ion_concentration_gradient,0,0,1,,,Geobacter sulfurreducens protein nanowires,1,2.4992500000000004,0.3978098745501945,proton,ion_gradient,0,0,1,1,0,0,,0
10.1038/s41467-022-31221-7,1,2022,sandwich,1,electrode + chemical,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,60.0,1,LiCl,,0,"Cellulon Paper, LiCl, Carbon Black",biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,0,0.0,0.78,8.3,0.7,0.1,days,14400.0,ion_concentration_gradient,0,0,0,,,,0,1.6185000000000005,0.2091129720699776,other_cation,ion_gradient,0,1,1,0,1,0,-1.0,1
10.1002/adfm.202406901,0,2024,in-plane,1,chemical,Li+,1,"H+, Cl-",surface_group_dissociation + electrolyte,0,1,vapor_adsorption,90.0,1,LiCl,,1,PSSA/PVA/LiCl/glycerol hydrogel on CB-modified non-woven fabric ,polymer,hydrogel + porous,"sulfonate, hydroxyl",Carbon,Carbon,1,0.0,0.88,9.4,0.2536,0.01,weeks,288000.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,2.068,0.315550744428857,other_cation,ion_gradient,0,1,0,1,1,0,-2.0,1
10.1039/d4cc01652a,0,2024,in-plane,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,"Poly(4-styrenesulfonic acid) (PSSA), poly(vinyl alcohol) (PVA), phytic acid (PA)",polymer,porous,"sulfonate, phosphate, hydroxyl ",Carbon,Carbon,1,0.0,0.88,10.0,1.36,0.036,hours,180.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,2.2,0.3424228782287441,proton,ion_gradient,0,1,0,1,0,0,-1.4436974992327127,1
10.1038/s41467-025-61898-5,0,2025,sandwich,1,electrode + chemical,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,45.0,1,LiCl,,0,N-MXene@PVA / P-MXene@PVA bilayer hydrogel ,polymer,hydrogel,"hydroxyl, carboxyl, amino ",Au,Au,0,1.0,0.8,14.25,11.4,0.01,hours,133.0,ion_concentration_gradient,0,0,0,,,,0,2.85,0.4548450123925122,other_cation,ion_gradient,0,1,1,0,1,0,-2.0,1
10.1002/adma.202201228,1,2022,in-plane,1,chemical,Na+,0,,electrolyte,0,1,vapor_adsorption,80.0,1,NaCl,5.0,0,"PVA-based hydrogel, NaCl",polymer,hydrogel,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.65,15.0,,2.2,days,9000.0,ion_concentration_gradient,0,0,0,,,,0,2.4375,0.386944802542633,other_cation,ion_gradient,0,1,0,0,1,0,0.3424226808222063,1
10.1016/j.nanoen.2021.106605,1,2022,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,60.0,0,,,0,Graphene Oxide (GO),carbon,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.75,15.0,9.0,0.05,hours,240.0,ion_concentration_gradient,0,0,0,,,,0,2.8125,0.4490926855352072,proton,ion_gradient,0,1,0,1,0,0,-1.3010299956639813,1
10.1038/s41565-021-00903-6,1,2021,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,85.0,0,,,1,PSSA / PDDA,polymer,film,"sulfonate, amino",Carbon,Carbon,1,0.0,1.38,16.0,5.52,20.0,days,15480.0,ion_concentration_gradient,1,1,0,Poly(4-styrene sulfonic acid) (PSSA),Polydiallyl dimethyl ammonium chloride (PDDA),,1,5.52,0.7419391564057284,proton,ion_gradient,0,1,0,1,0,0,1.3010299956639813,1
10.1021/acsnano.4c01179,0,2024,sandwich,1,electrode + chemical,Cl-,1,[OMIM]+ ,electrolyte,0,1,vapor_adsorption,70.0,0,,,1,"TEMPO-oxidized cellulose nanofibrils (CNF), imidazolium-based poly(ionic liquid) (PIL), 1-methyl-3-octylimidazolium chloride ([OMIM][Cl]) ",biomass,hydrogel,"carboxyl, hydroxyl, imidazolium, chloride ",Ag,Ag,1,1.0,0.35,16.67,,0.08,weeks,20160.0,ion_concentration_gradient,1,1,0,TEMPO-oxidized cellulose nanofibrils (TOCNF) ,imidazolium-based poly(ionic liquid) (PIL) ,,1,1.458625,0.1639439505925984,anion,ion_gradient,0,1,1,0,1,0,-1.0969100130080565,1
10.1039/C8EE01502C,1,2018,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,85.0,0,,,0,Graphene Oxide (GO),carbon,porous,"carboxyl, hydroxyl",Au,Au,1,1.0,0.45,18.0,2.02,50.0,days,6000.0,ion_concentration_gradient,0,0,0,,,,0,2.025,0.3064252420170452,proton,ion_gradient,0,1,0,1,0,0,1.6989700043360187,1
10.1021/acs.nanolett.2c00919,1,2022,sandwich,1,chemical,H+,1,Cl-,surface_group_dissociation,0,1,vapor_adsorption,85.0,0,,,1,Balsa Wood,biomass,porous,"carboxyl, hydroxyl, quaternary_ammonium",Pt,Pt,1,1.0,0.57,19.25,0.71,0.07,hours,1440.0,ion_concentration_gradient,1,1,0,TEMPO-oxidized wood,quaternized wood,,1,2.743125,0.4382457565100884,proton,ion_gradient,0,1,0,1,0,0,-1.154901959985743,1
10.1021/acsami.3c08618,1,2023,sandwich,1,electrode + chemical + environmental,Na+,1,Cl-,electrolyte,0,1,vapor_adsorption,40.0,0,NaCl,3.44,1,"TEMPO‑oxidized cellulose nanofiber, Graphene Oxide (GO)",biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,0,0.0,0.55,20.0,7.0,,days,10080.0,ion_concentration_gradient,1,0,0,TEMPO‑oxidized cellulose nanofiber (TOCNF),,,1,2.75,0.4393328517555001,other_cation,ion_gradient,1,1,1,0,1,0,,0
10.1039/d5ta06289f,0,2026,in-plane,1,chemical,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,65.0,1,LiCl,4.2,0,Janus-like asymmetric MOFs@FP-CB membrane,MOF/COF,porous,"imidazole, sulfonate, carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.2,20.6,0.27,0.0083,days,10080.0,ion_concentration_gradient,0,0,0,,,,0,1.03,0.0128376463500955,other_cation,ion_gradient,0,1,0,0,1,0,-2.0809219076239263,1
10.1039/d2ee00030j,1,2022,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,82.9,0,,,1,"Nafion, pNIPAm",polymer,hydrogel + film,sulfonate,Carbon,Carbon,0,0.0,1.86,21.8,10.14,0.04,seconds,5.0,ion_concentration_gradient,0,1,0,,Nafion,,1,10.137,1.0059094893370626,proton,ion_gradient,0,1,1,1,0,0,-1.3979400086720375,1
10.1016/j.cej.2025.164788,1,2025,sandwich,1,electrode,Na+,1,Cl-,electrolyte,0,1,vapor_adsorption,55.0,1,NaCl,5.0,1,"PGA, cellulose nanofibers",biomass,hydrogel,"carboxyl, hydroxyl",Carbon,Carbon,0,0.0,0.8,22.0,,0.1,weeks,60000.0,ion_concentration_gradient,1,0,0,Poly(glutamic acid) (PGA),,,1,4.4,0.6434527751894676,other_cation,ion_gradient,0,0,1,0,1,0,-1.0,1
10.1039/d2ta05221k,0,2022,sandwich,1,electrode + chemical,K+,0,,surface_group_dissociation,0,1,vapor_adsorption,60.0,0,,,1,potassium polyacrylate ionic hydrogel,polymer,hydrogel,"carboxyl, hydroxyl",Au,Au,0,1.0,0.2,23.75,0.48,0.01,weeks,10200.0,ion_concentration_gradient,1,0,0,polyacrylic acid (PAA),,,1,1.1875,0.0746339840184191,other_cation,ion_gradient,0,1,1,1,0,0,-2.0,1
10.1021/acsami.4c21266,0,2025,sandwich,1,chemical,Na+,1,Cl-,surface_group_dissociation,0,1,vapor_adsorption,60.0,0,,,1,"SA, poly(AETA), PVA",polymer,hydrogel + porous,"carboxyl, quaternary ammonium, amide ",Carbon,Carbon,1,0.0,1.03,23.8,9.12,0.02,days,10080.0,ion_concentration_gradient,1,1,0,Sodium Alginate (SA),Poly(AETA),,1,6.128500000000001,0.7873542612984434,other_cation,ion_gradient,0,1,0,1,0,0,-1.6989700043360187,1
10.1021/acsami.4c03828,0,2024,in-plane,1,chemical + environmental,MA+,1,Br-,electrolyte,0,1,vapor_adsorption,85.0,0,,,0,SnBr₄(DMSO)₂/MABr two-phase eutectic film ,semiconductor,film,ammonium,TO,TO,1,0.0,0.52,30.625,10.5,1.46,hours,360.0,ion_concentration_gradient,0,0,0,,,,0,3.98125,0.6000195587643682,other_cation,ion_gradient,1,1,0,0,1,0,0.1643528557844371,1
10.1016/j.enconman.2025.120396,0,2025,in-plane,1,chemical,Li+,1,"H+, Cl-",surface_group_dissociation + electrolyte,0,1,vapor_adsorption,70.0,1,LiCl,,0,polyvinyl alcohol (PVA)-phytic acid (PA)-lithium chloride (LiCl) asymmetric hydrogel (AH) coated on carbon fabric,polymer,hydrogel + porous,"hydroxyl, phosphate",Au,Au,1,1.0,0.7,33.9,3.48,0.024,hours,1440.0,ion_concentration_gradient,0,0,0,,,,0,5.932499999999999,0.7732378200953514,other_cation,ion_gradient,0,1,0,1,1,0,-1.6197887582883939,1
10.1016/j.cej.2024.153411,1,2024,in-plane,1,chemical,Ca2+,1,Cl-,electrolyte,0,1,vapor_adsorption,50.0,1,CaCl2,36.9,0,"cellulose, carbon black, CaCl2",biomass,porous,hydroxyl,Carbon,Carbon,1,0.0,0.47,40.0,,0.001,hours,300.0,ion_concentration_gradient,0,0,0,,,,0,4.699999999999999,0.6720979503387888,other_cation,ion_gradient,0,1,0,0,1,0,-3.0,1
10.1016/j.cej.2024.151660,0,2024,sandwich,1,chemical,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,60.0,1,LiCl,,0,"LiCl, filter paper (FP), carbon nanotubes (CNTs)",carbon,porous,hydroxyl,Carbon,Carbon,1,0.0,0.26,46.37,2.84,0.003,hours,300.0,ion_concentration_gradient,0,0,0,,,,0,3.01405,0.4791505966286419,other_cation,ion_gradient,0,1,0,0,1,0,-2.5228787452803374,1
10.1038/s41467-025-60341-z,1,2025,sandwich,1,chemical,Fe3+,1,Cl-,electrolyte,0,1,vapor_adsorption,75.0,1,FeCl3,,0,Iron Hydrogel,polymer,hydrogel,"amino, hydroxyl",Carbon,Carbon,1,0.0,0.5,49.0,12.43,0.01,days,14400.0,ion_concentration_gradient,0,0,0,,,,0,6.125,0.7871061639417858,other_cation,ion_gradient,0,1,0,0,1,0,-2.0,1
10.1063/5.0083220,0,2022,sandwich,1,chemical,Na+,1,OH-,electrolyte,0,1,vapor_adsorption,80.0,1,NaOH,2.4,0,"MoS₂ nanosheets, cellulose sponge, NaOH ",semiconductor,porous,hydroxyl,Au,Au,1,1.0,0.43,62.0,6.7,,seconds,60.0,ion_concentration_gradient,0,0,0,,,,0,6.665,0.8238002189103355,other_cation,ion_gradient,0,1,0,0,1,0,,0
10.1038/s41467-023-41371-x,0,2023,sandwich,1,electrode + chemical,Ca2+,1,"Cl-, Li+, SO3-",electrolyte,0,1,vapor_adsorption,90.0,1,"CaCl2, LiCl, H2SO4",44.0,1,CaCl2-loaded carbon fabric + PVA-LiCl/H-PSS polyelectrolyte membrane,polymer,hydrogel + porous,"carboxyl, hydroxyl, sulfonate ",Au,Au,0,1.0,0.91,70.0,9.2,0.001,days,4320.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,15.925,1.2020794682786262,other_cation,ion_gradient,0,1,1,0,1,0,-3.0,1
10.1016/j.nanoen.2022.107709,1,2022,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,β-Lactoglobulin,biomass,film,"carboxyl, hydroxyl",Ti,TO,0,1.0,0.65,72.5,38.88,0.13,hours,480.0,ion_concentration_gradient,0,0,1,,,milk β-lactoglobulin protein,1,11.78125,1.0711914087490777,proton,ion_gradient,0,0,1,1,0,0,-0.8860566476931632,1
10.1016/j.cej.2023.145325,1,2023,coaxial_cable,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,95.0,0,,,1,"SA, MWCNT",biomass,film,"carboxyl, hydroxyl",Ag,Ag,0,1.0,0.38,100.0,9.5,,hours,2160.0,ion_concentration_gradient,1,0,0,sodium alginate (SA),,,1,9.5,0.977723651004054,proton,ion_gradient,0,1,1,1,0,0,,0
10.1038/s41467-022-30156-3,1,2022,sandwich,1,electrode,Na+,0,,surface_group_dissociation,0,1,vapor_adsorption,100.0,0,,,1,"sodium alginate, SiO2 nanofiber, rGO",biomass,porous,carboxylate,Au,Au,0,1.0,0.5,100.0,12.0,0.004,days,5760.0,ion_concentration_gradient,1,0,0,sodium alginate (SA),,,1,12.5,1.0969100477516136,other_cation,ion_gradient,0,0,1,1,0,0,-2.3979400086720375,1
10.1039/C9EE00252A,1,2019,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,80.0,0,,,1,PSSA,polymer,film,sulfonate,Carbon,Carbon,0,0.0,0.8,100.0,17.0,0.05,hours,240.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,20.0,1.3010300173787048,proton,ion_gradient,0,0,1,1,0,0,-1.3010299956639813,1
10.1021/acsenergylett.3c00023,0,2023,in-plane,0,environmental_gradient,MA+,1,Br-,electrolyte,0,1,vapor_adsorption,65.0,0,,,0,perovskite MA₄PbBr₆·2H₂O ,semiconductor,film,"methylammonium, bromide",TO,TO,1,0.0,0.55,100.0,45.0,,days,7200.0,ion_concentration_gradient,0,0,0,,,,0,13.750000000000002,1.1383027297513335,other_cation,ion_gradient,1,0,0,0,1,0,,0
10.1002/adfm.202308620,1,2024,sandwich,1,electrode + environmental,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,PSSA,polymer,film,sulfonate,Carbon,Carbon,0,0.0,0.8,120.0,13.0,0.04,hours,600.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,24.0,1.3802112598072092,proton,ion_gradient,1,0,1,1,0,0,-1.3979400086720375,1
10.1002/advs.202300750,1,2023,sandwich,1,electrode + chemical,H+,1,Cl-,surface_group_dissociation,0,1,vapor_adsorption,83.0,0,,,1,"(GO)PANI, F-Nafion(PDDA)",polymer,film,"carboxyl, hydroxyl, sulfonate, amino",Ag,Ag,0,1.0,0.9,126.0,16.0,0.1,hours,600.0,ion_concentration_gradient,1,1,0,Nafion,"polyaniline (PANI), poly(diallyldimethylammonium chloride) (PDDA)",,1,28.35,1.4525530785479546,proton,ion_gradient,0,1,1,1,0,0,-1.0,1
10.1038/s41467-024-50396-9,0,2024,sandwich,1,electrode + chemical + environmental,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,70.0,1,LiCl,,0,Porous P(VdF-HFP) + PVA-PA-LiCl ionic hydrogel ,polymer,hydrogel,"hydroxyl, phosphate ",Carbon,Carbon,0,0.0,0.88,306.0,51.0,0.009,days,8640.0,ion_concentration_gradient + radiative_cooling_enhanced_evaporation,0,0,0,,,,0,67.32000000000001,1.8281441137549816,other_cation,ion_gradient,1,1,1,0,1,0,-2.0457574905606752,1
10.1016/j.cej.2023.142097,1,2023,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,60.0,0,,,0,Graphene Oxide (GO),carbon,porous,"carboxyl, hydroxyl",Au,Au,1,1.0,1.15,480.0,110.0,0.1,hours,666.0,ion_concentration_gradient,0,0,0,,,,0,138.0,2.1398790895482978,proton,ion_gradient,0,1,0,1,0,0,-1.0,1
10.1039/d4ta05041j,0,2024,sandwich,1,chemical + environmental,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,0,graphene oxide/polyvinyl alcohol/polyethylene glycol (GO/PVA/PEG) ,carbon,film,"carboxyl, hydroxyl",Ag,Ag,0,1.0,0.52,625.0,384.0,,weeks,43200.0,ion_concentration_gradient,0,0,0,,,,0,81.25,1.909823374996075,proton,ion_gradient,1,1,0,1,0,0,,0
10.1002/adma.202103897,1,2022,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,20.0,0,,,1,"PSSA, Rose Bengal, PEDOT:PSS",polymer,film,sulfonate,Au,Au,0,1.0,0.92,1550.0,88.0,0.008,hours,2400.0,ion_concentration_gradient,1,0,0,"Poly(4-styrene sulfonic acid) (PSSA), PEDOT:PSS",,,1,356.5,2.552059535406101,proton,ion_gradient,0,1,1,1,0,0,-2.0969100130080562,1
10.1039/D3EE00843F,1,2023,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,70.0,0,,,1,"PSSA, Kuromanin (Ke)",polymer,film,sulfonate,Au,Au,0,1.0,0.8,1600.0,88.0,0.0005,days,10800.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,320.0,2.505149979677076,proton,ion_gradient,0,1,1,1,0,0,-3.3010299956639813,1
10.1016/j.nanoen.2024.110291,0,2024,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,0,Kautsky-type siloxene nanosheets ,semiconductor,porous,hydroxyl,Carbon,Carbon,1,0.0,0.73,22.37,1.92,3.0,hours,300.0,ion_concentration_gradient,0,0,0,,,,0,4.082525,0.6109289592680012,proton,ion_gradient,1,0,0,1,0,0,0.47712125471966244,1
10.1016/j.renene.2025.123945,0,2026,sandwich,1,chemical + environmental,Ca2+,1,Cl-,electrolyte,0,1,vapor_adsorption,40.0,1,CaCl2,,0,"carbon black gradient modified cellulose filter paper, CaCl2",carbon,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.3,0.033,,,hours,480.0,ion_concentration_gradient,0,0,0,,,,0,0.002475,-2.6062493596519194,other_cation,ion_gradient,1,1,0,0,1,0,,0
